Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RAE1,70.90341824,0.084516763,0.412592147,0.204843363,0.837694506,0.996317104
RAET1E,0.151128806,3.841017684,6.065116407,0.633296614,0.526539964,0.990364873
RAET1G,0.840886981,2.022075501,4.699903634,0.430237651,0.667022776,0.990364873
RAET1K,0.260320259,2.022058897,6.120206177,0.33039065,0.741104806,0.990364873
RAF1,104.5486188,-0.20422418,0.52503201,-0.388974721,0.697294846,0.990364873
RAG1,1.652541032,-0.906284133,2.663614111,-0.340246033,0.733671255,0.990364873
RAI1,33.13529595,-0.439044154,0.635914006,-0.690414348,0.489933656,0.990364873
RAI14,61.71576835,-0.688294724,0.632441134,-1.08831429,0.276456384,0.990364873
RAI2,2.129194583,2.021954382,6.120206177,0.330373573,0.741117707,0.990364873
RALA,719.4370862,-0.048931563,0.272358414,-0.179658718,0.857420504,0.996317104
RALB,128.0485538,-0.360514471,0.371015401,-0.971696783,0.331201418,0.990364873
RALBP1,313.5953672,0.416803687,0.281715707,1.479518808,0.139001708,0.979646626
RALGAPA1,127.4168079,0.841527324,0.454414089,1.851895319,0.064040856,0.81728622
RALGAPA2,176.3964766,0.005940688,0.315684991,0.018818404,0.984985972,0.99641976
RALGAPB,109.8045682,0.306938415,0.404349497,0.759091869,0.447797603,0.990364873
RALGDS,22.58235997,0.255394846,0.896147879,0.284991854,0.775650383,0.99576093
RALGPS1,74.33513974,0.397488322,0.52232056,0.761004549,0.44665435,0.990364873
RALGPS2,100.5371098,-0.561188899,0.37968482,-1.478038809,0.139397391,0.980134505
RALY,525.5684907,0.290954135,0.349856484,0.831638537,0.405613003,0.990364873
RALY-AS1,14.17844584,-0.608791681,1.072709941,-0.567526838,0.570356298,0.990364873
RAMP1,130.6657968,0.071278629,0.445471317,0.160007226,0.872875382,0.996317104
RAMP2,0.18659541,2.022105569,6.120206177,0.330398276,0.741099044,0.990364873
RAMP2-AS1,0.246821441,2.022074427,6.120206177,0.330393188,0.741102888,0.990364873
RAN,1257.442698,-0.216436576,0.181822174,-1.190375031,0.233899022,0.990364873
RANBP1,507.065299,0.30723976,0.372762299,0.824224339,0.4098121,0.990364873
RANBP10,44.13090573,1.092808273,0.658895932,1.658544574,0.097207599,0.906934097
RANBP17,2.351462208,-1.432295901,2.366839766,-0.60515119,0.545078544,0.990364873
RANBP2,291.1436708,0.240936848,0.274239307,0.87856424,0.379637592,0.990364873
RANBP3,103.4116151,-0.464834117,0.530089449,-0.876897508,0.38054231,0.990364873
RANBP6,24.67586366,0.172294947,0.962336149,0.179038215,0.857907695,0.996317104
RANBP9,94.79250536,-0.769511658,0.425160154,-1.809933621,0.070306082,0.838737585
RANGAP1,81.92589347,1.093872899,0.554423022,1.972993284,0.048496327,0.761279091
RANGRF,26.4914102,0.479415716,0.682387491,0.702556424,0.482332227,0.990364873
RAP1A,505.4520176,0.100737033,0.224016854,0.449685063,0.652937543,0.990364873
RAP1B,410.1683594,-0.10421631,0.235981285,-0.441629557,0.658757292,0.990364873
RAP1GAP,18.97312701,0.850376587,1.040174036,0.817532988,0.413623906,0.990364873
RAP1GAP2,87.33424566,-0.43359381,0.715250282,-0.606212707,0.544373516,0.990364873
RAP1GDS1,100.854001,0.832623934,0.6131824,1.357873179,0.174503929,0.990364873
RAP2A,83.33072055,0.112357657,0.472685514,0.237700656,0.812113275,0.996317104
RAP2B,1543.544266,-0.29082391,0.225784834,-1.288057772,0.197725854,0.990364873
RAP2C,72.19684366,0.018479759,0.477239986,0.038722151,0.969111912,0.996317104
RAP2C-AS1,3.285529135,0.200300934,2.223461182,0.090085195,0.928219514,0.996317104
RAPGEF1,48.13441053,0.63467002,0.668511005,0.949378567,0.342428107,0.990364873
RAPGEF2,37.29625208,-0.259866887,0.608262635,-0.427228095,0.6692132,0.990364873
RAPGEF3,1.194353907,-2.35216231,3.375691769,-0.69679416,0.485931621,0.990364873
RAPGEF4,0.967303767,4.22759936,5.300785115,0.797542113,0.425136255,0.990364873
RAPGEF4-AS1,0.162904551,2.022090814,6.120206178,0.330395865,0.741100866,0.990364873
RAPGEF5,34.24150247,0.4098391,0.610079908,0.671779377,0.50172416,0.990364873
RAPGEF6,24.84362559,-0.353851736,0.793588586,-0.445888137,0.655678052,0.990364873
RAPGEFL1,183.4168007,-0.542912517,0.397041975,-1.367393253,0.171502076,0.990364873
RAPH1,48.8209712,-0.608159478,0.542569513,-1.120887672,0.262335679,0.990364873
RAPSN,1.777984659,-0.483141724,3.059989639,-0.157889987,0.874543488,0.996317104
RARA,154.0036614,0.172526863,0.440373138,0.391774265,0.695225012,0.990364873
RARA-AS1,12.63115408,0.403672707,1.322992913,0.305120838,0.760274121,0.995001774
RARB,9.262798483,-1.498339753,1.424993872,-1.051471015,0.293042315,0.990364873
RARG,122.3792898,-0.074675861,0.453195218,-0.164776365,0.869120007,0.996317104
RARRES1,685.2656456,0.182264991,0.242514907,0.75156201,0.452314497,0.990364873
RARRES2,5.62692904,-0.850940149,1.718795123,-0.495079453,0.620544037,0.990364873
RARRES3,36.31146405,0.36217238,0.750974068,0.482270155,0.629614046,0.990364873
RARS,301.8990935,0.229627198,0.259719805,0.88413434,0.376623697,0.990364873
RARS2,61.02365897,0.237987368,0.581721715,0.40910862,0.682459951,0.990364873
RASA1,201.5908947,-0.495376715,0.372534934,-1.32974567,0.183602082,0.990364873
RASA2,58.11649959,-0.473078541,0.595257986,-0.794745392,0.426761622,0.990364873
RASA3,1.563170814,-0.429429443,2.760902009,-0.155539545,0.876395981,0.996317104
RASA4,38.26715523,-0.607808234,0.854180901,-0.711568514,0.47673201,0.990364873
RASA4CP,0.138873275,2.022068096,6.120206177,0.330392153,0.74110367,0.990364873
RASAL1,13.07789555,-4.666715046,1.645227201,-2.836517073,0.004560854,0.280144945
RASAL2,75.26672908,0.236856159,0.528509117,0.448159078,0.654038394,0.990364873
RASAL2-AS1,4.845776743,-0.161160837,1.584483589,-0.101711901,0.918985356,0.996317104
RASD1,7.718947577,-2.714472463,1.818238595,-1.492913235,0.1354599,0.969862735
RASD2,0.531819142,3.254029954,6.082330234,0.534997251,0.592651758,0.990364873
RASEF,159.3682317,-0.555345897,0.380318716,-1.460211851,0.144231859,0.988657805
RASGEF1A,0.568937019,2.161328267,5.779853098,0.37394173,0.708447669,0.990364873
RASGEF1B,4.97489617,0.318356543,1.329045107,0.239537801,0.810688588,0.996317104
RASGRF1,0.563472289,2.022080963,6.120206177,0.330394255,0.741102082,0.990364873
RASGRF2,23.14692587,-0.891143881,0.801888494,-1.111306483,0.26643645,0.990364873
RASGRF2-AS1,0.131773755,2.022085823,6.120206177,0.33039505,0.741101482,0.990364873
RASGRP1,4.133978726,2.114749395,2.31442022,0.913727497,0.360860052,0.990364873
RASGRP3,2.524799216,1.705051937,2.276720191,0.748907109,0.453913195,0.990364873
RASIP1,0.982408614,-1.942259699,3.397165024,-0.57172957,0.567505198,0.990364873
RASL10A,0.253237136,-0.751249766,6.018018675,-0.124833406,0.90065544,0.996317104
RASL10B,0.951945359,2.022007743,5.552706983,0.364148108,0.715747414,0.990364873
RASL11A,0.371994083,0.65531896,6.109596933,0.107260588,0.91458225,0.996317104
RASL11B,10.26009495,2.240201801,1.367097371,1.638655628,0.101285,0.920559026
RASL12,0.57639657,-1.442474545,4.948894208,-0.291474112,0.77068874,0.99576093
RASSF1,6.618674809,-3.495506937,1.910490769,-1.829638223,0.067304054,0.83213125
RASSF1-AS1,0.218984725,2.022059608,6.120206177,0.330390766,0.741104718,0.990364873
RASSF10,20.80223094,-1.421427397,1.020177151,-1.393314284,0.163524773,0.990364873
RASSF3,192.7874873,0.131434416,0.289467308,0.454056166,0.649788402,0.990364873
RASSF4,17.35272767,-0.608775573,0.928686733,-0.655523065,0.512131041,0.990364873
RASSF5,17.22249141,-2.01310729,1.229088781,-1.637885986,0.10144548,0.921552635
RASSF6,90.71394507,-0.056583418,0.491133361,-0.115209884,0.908278764,0.996317104
RASSF7,113.4778456,-0.001577531,0.40744314,-0.003871781,0.996910773,0.998579928
RASSF8,1.30055299,0.070300722,2.974808919,0.023632013,0.981146137,0.99641976
RASSF8-AS1,0.363928003,3.840930394,6.065116356,0.633282227,0.526549357,0.990364873
RASSF9,3.418954507,0.198061385,1.907327669,0.103842349,0.917294459,0.996317104
RAVER1,297.1665579,0.071470878,0.382210772,0.186993365,0.851665835,0.996317104
RAVER2,91.28215856,-0.239343627,0.415751533,-0.575689103,0.564825342,0.990364873
RAX2,0.146173868,2.022081245,6.120206177,0.330394302,0.741102047,0.990364873
RB1,81.68604642,-0.58050883,0.418029056,-1.388680574,0.164929904,0.990364873
RB1CC1,135.2228569,-0.370926715,0.328123488,-1.13044853,0.258287275,0.990364873
RBAK,25.75665873,0.20808909,0.689950654,0.30159996,0.762957039,0.995718908
RBBP4,116.2995771,1.029969654,0.390138292,2.640011697,0.008290317,0.362562545
RBBP5,39.97945142,0.404209907,0.506879335,0.797447992,0.425190897,0.990364873
RBBP6,278.2330739,0.193489921,0.321918023,0.601053396,0.547804422,0.990364873
RBBP7,327.7875389,-0.378965672,0.26119901,-1.450869482,0.146816207,0.990364873
RBBP8,174.1937381,-0.56558713,0.394365692,-1.434169202,0.151523984,0.990364873
RBBP8NL,10.96555776,-1.446008046,1.188633549,-1.216529726,0.223783194,0.990364873
RBBP9,36.54476022,-0.74634393,0.635155345,-1.175057308,0.239971789,0.990364873
RBCK1,428.9780979,-0.227212367,0.259832275,-0.874457829,0.381868976,0.990364873
RBFA,36.1292731,1.007174569,0.572780925,1.758394047,0.078680485,0.867550146
RBFOX1,0.150152955,2.022099349,6.120206177,0.33039726,0.741099812,0.990364873
RBFOX2,183.309893,0.415929305,0.330176217,1.259719158,0.207770692,0.990364873
RBKS,40.04619411,0.4446704,0.577534554,0.769945965,0.441331946,0.990364873
RBL1,15.87747883,1.98102652,1.034178797,1.91555515,0.055421743,0.779365556
RBL2,24.23984945,-2.417995292,0.918146884,-2.633560419,0.00844948,0.363267147
RBM10,65.97871606,0.031274515,0.556438541,0.056204796,0.95517866,0.996317104
RBM11,0.566445564,-2.853221294,5.964286526,-0.478384343,0.632376675,0.990364873
RBM12,135.5683414,-0.627770172,0.371204623,-1.691170133,0.090804313,0.90208891
RBM12B,35.06455758,-0.457845376,0.647908534,-0.706651251,0.479783231,0.990364873
RBM12B-AS1,0.32706817,2.022037731,6.120206177,0.330387192,0.741107418,0.990364873
RBM14,219.4650027,-0.679983733,0.304611185,-2.232300607,0.025595102,0.600351776
RBM15,82.85326327,0.709836049,0.504557897,1.406847566,0.159472594,0.990364873
RBM15B,167.329697,-0.154220274,0.353563468,-0.436188375,0.662700062,0.990364873
RBM17,261.8693736,-0.057899266,0.3284364,-0.176287603,0.860068001,0.996317104
RBM18,81.00961608,0.265193856,0.425104603,0.623832002,0.53273792,0.990364873
RBM19,54.75232275,-0.270039425,0.685901835,-0.393699814,0.693802679,0.990364873
RBM20,0.302257611,4.496521103,6.052260409,0.742949047,0.457512529,0.990364873
RBM22,172.0718206,0.369135463,0.348811071,1.058267622,0.28993345,0.990364873
RBM23,250.7562713,0.220256125,0.396655535,0.555283125,0.578701019,0.990364873
RBM24,4.447211436,-2.548934413,2.193865677,-1.16184616,0.24529796,0.990364873
RBM25,822.5729994,0.151333855,0.262038896,0.577524397,0.563585262,0.990364873
RBM26,107.3983189,0.072904814,0.393886839,0.18509076,0.853157849,0.996317104
RBM26-AS1,2.017648544,-2.343532755,2.575922115,-0.909784011,0.362936428,0.990364873
RBM27,156.8465796,0.085213392,0.427029753,0.199549076,0.841833258,0.996317104
RBM28,40.87907295,0.350410871,0.756103364,0.463443078,0.643046807,0.990364873
RBM3,823.4695283,-0.392489684,0.234997592,-1.670185979,0.094882573,0.905387793
RBM33,63.09912212,-0.302768575,0.504730417,-0.599861955,0.548598239,0.990364873
RBM34,162.1606415,0.485885363,0.328941899,1.477116062,0.139644529,0.98064522
RBM38,23.26474127,0.014319779,0.883526668,0.016207523,0.987068834,0.99641976
RBM39,468.7687853,-0.376407914,0.228359165,-1.648315333,0.09928798,0.916911402
RBM4,16.11462798,-1.05592916,1.130074641,-0.934388864,0.35010334,0.990364873
RBM41,82.01420282,-0.549910335,0.467877544,-1.175329618,0.23986287,0.990364873
RBM42,90.2650167,0.412166108,0.388258283,1.061577116,0.288427707,0.990364873
RBM43,13.88326217,-0.899007745,1.09600864,-0.820256075,0.412070141,0.990364873
RBM44,1.117120452,4.878255798,3.845629846,1.268519331,0.204612552,0.990364873
RBM45,39.75222189,-0.250258707,0.664196207,-0.376784306,0.706333904,0.990364873
RBM46,0.059644251,2.022115069,6.120206177,0.330399828,0.741097871,0.990364873
RBM47,1615.5778,0.555173652,0.240374387,2.30962067,0.020909164,0.558581222
RBM48,31.28852794,-0.878561917,0.842799677,-1.04243267,0.297211126,0.990364873
RBM4B,98.53261688,0.122307249,0.495283472,0.246943934,0.804951615,0.996317104
RBM5,134.1817309,-0.61218356,0.296132951,-2.067259173,0.038709739,0.704458328
RBM6,86.70912821,-0.158061118,0.40691732,-0.388435464,0.697693804,0.990364873
RBM7,67.85459954,0.597698127,0.518648824,1.152413925,0.249151021,0.990364873
RBM8A,467.8459944,0.029570358,0.314039638,0.094161227,0.924981084,0.996317104
RBMS1,90.84119746,-0.103455908,0.439738939,-0.235266652,0.814001776,0.996317104
RBMS2,251.2714818,0.161211348,0.340043815,0.474089928,0.635435781,0.990364873
RBMS3,0.452033167,2.477748159,5.499289234,0.450557891,0.652308222,0.990364873
RBMX,313.0053797,0.297829204,0.253463698,1.175036923,0.239979944,0.990364873
RBMX2,98.23233745,0.015426894,0.426792982,0.036146081,0.971165879,0.996317104
RBMXL1,54.08301406,-1.412586064,0.540480918,-2.613572499,0.008960107,0.372765289
RBP1,13.19670504,0.130489192,1.182897162,0.110313218,0.912160975,0.996317104
RBP2,1400.819461,0.59161594,0.329986305,1.792849977,0.072996916,0.847608726
RBP3,0.120373702,2.022098643,6.120206177,0.330397144,0.741099899,0.990364873
RBP4,36.36937785,0.392320078,0.610472851,0.642649509,0.52045155,0.990364873
RBP5,0.178201346,2.022088474,6.120206177,0.330395483,0.741101154,0.990364873
RBP7,1.73495546,3.247714339,3.274122753,0.991934201,0.321229624,0.990364873
RBPJ,332.7281219,0.456076598,0.302848139,1.50595807,0.132077938,0.966782598
RBPMS,441.6332761,0.022254389,0.27016071,0.082374632,0.934348808,0.996317104
RBPMS-AS1,3.650235896,-0.36827323,1.887417394,-0.195120184,0.845298861,0.996317104
RBPMS2,0.443379467,2.022009796,6.120206177,0.330382627,0.741110867,0.990364873
RBSN,38.69174397,-0.574671854,0.796873889,-0.721157842,0.470812407,0.990364873
RBX1,634.091754,-0.08706423,0.285732974,-0.304704873,0.760590938,0.995001774
RC3H1,84.79694973,-0.301722614,0.394586389,-0.764655403,0.444476769,0.990364873
RC3H2,14.64098704,0.166818941,0.998199583,0.167119826,0.867275767,0.996317104
RCAN1,86.85425636,-0.669272301,0.406186881,-1.647695511,0.09941517,0.916911402
RCAN2,0.900329825,4.807101926,6.032577498,0.796857053,0.425534056,0.990364873
RCAN3,33.76291705,-0.466149198,0.723897883,-0.643943309,0.519612196,0.990364873
RCAN3AS,1.515551089,4.738330637,4.46208248,1.061910141,0.288276481,0.990364873
RCBTB1,26.29101906,-1.258987109,0.960734411,-1.310442402,0.190046217,0.990364873
RCBTB2,16.17858147,-1.177618168,1.126773879,-1.045123773,0.295965768,0.990364873
RCC1,42.53240806,0.597247727,0.608690273,0.981201366,0.326493451,0.990364873
RCC2,302.2540929,-0.511986257,0.316132262,-1.619531816,0.105332887,0.925707651
RCCD1,106.4048594,-0.632081639,0.544898374,-1.159999129,0.246049161,0.990364873
RCE1,9.586345185,-0.020858439,1.096518347,-0.019022426,0.984823215,0.99641976
RCHY1,82.31216104,-0.142826716,0.399567255,-0.357453506,0.720752327,0.990364873
RCL1,52.15029021,-0.176588473,0.574177633,-0.307550248,0.758424583,0.994423492
RCN1,230.0030194,-0.233311005,0.305630124,-0.763376994,0.445238596,0.990364873
RCN2,210.8740121,-0.712752021,0.385488134,-1.848959688,0.064463634,0.818356518
RCN3,17.08754572,-0.722209195,0.883777057,-0.817184819,0.413822816,0.990364873
RCOR1,193.9195335,-0.186716659,0.355081163,-0.525842196,0.598997854,0.990364873
RCOR2,5.196624201,-0.533164942,1.756415324,-0.303552887,0.761468549,0.995001774
RCOR3,46.81804858,0.152442752,0.596180536,0.255698976,0.798183286,0.996317104
RCSD1,0.181575847,3.254104461,6.082330231,0.535009501,0.592643288,0.990364873
RDH10,242.3637742,0.293477288,0.268773941,1.091911244,0.274872115,0.990364873
RDH11,473.1647505,-0.186601762,0.24981877,-0.746948526,0.455094633,0.990364873
RDH12,2.060724926,-1.679947101,5.984840406,-0.280700401,0.778940201,0.99576093
RDH13,26.3122234,0.170712298,0.732605607,0.233020737,0.815745304,0.996317104
RDH14,0.097701674,2.022078488,6.120206177,0.330393851,0.741102387,0.990364873
RDH16,1.12206246,1.713142059,3.035384802,0.564390406,0.572488467,0.990364873
RDH5,2.362727468,2.877185894,2.453775395,1.172554709,0.240974421,0.990364873
RDH8,0.458661103,2.02201594,6.120206177,0.330383631,0.741110108,0.990364873
RDM1,3.880475297,-1.179797018,2.268195516,-0.520147849,0.602960531,0.990364873
RDX,21.99814492,1.728068594,0.844818817,2.045490181,0.040806556,0.721989873
REC8,14.69987266,0.367046356,0.94365635,0.388961889,0.697304339,0.990364873
RECK,0.341538782,-2.287466467,5.972159588,-0.383021658,0.701703706,0.990364873
RECQL,3.539392546,0.044359688,1.856244807,0.023897542,0.980934335,0.99641976
RECQL4,14.4997612,-0.618109903,1.163730844,-0.531145072,0.595318253,0.990364873
RECQL5,9.822976926,0.841618346,1.025609576,0.82060305,0.41187241,0.990364873
REEP1,6.026143022,0.796730754,1.348912417,0.590646764,0.554757124,0.990364873
REEP2,2.575835159,-0.513540325,2.553503169,-0.201112077,0.840610939,0.996317104
REEP3,236.0489259,-0.433802252,0.303784159,-1.42799497,0.153293306,0.990364873
REEP4,46.17999089,0.335973095,0.594583037,0.565056643,0.572035238,0.990364873
REEP5,836.8735672,0.02228512,0.243786709,0.091412367,0.927164936,0.996317104
REEP6,408.4186558,0.483471921,0.322421448,1.499502979,0.133743197,0.968026036
REG3A,0.949779911,-3.591298675,5.957710155,-0.602798488,0.546642753,0.990364873
REG4,35065.54656,-0.453216672,0.246781851,-1.836507301,0.066282663,0.828482233
REL,67.62796005,-0.833539457,0.5773611,-1.443705607,0.148821804,0.990364873
RELA,94.54335937,0.100077129,0.417791167,0.239538642,0.810687937,0.996317104
RELB,74.88477108,-0.178547576,0.664204382,-0.26881421,0.788072658,0.996317104
RELL1,177.7601437,-0.28650506,0.333492634,-0.859104613,0.390282803,0.990364873
RELL2,0.395285371,-2.425375194,5.969948384,-0.406264014,0.684548624,0.990364873
RELT,14.85276051,0.433210243,1.03743133,0.41757968,0.676254456,0.990364873
REM2,1.815248777,-2.691963559,2.983266634,-0.902354328,0.366868674,0.990364873
REN,62.58882078,-0.899224047,0.739701158,-1.215658563,0.224115015,0.990364873
REP15,6.784446945,-0.573728713,1.323527349,-0.433484592,0.664662757,0.990364873
REPIN1,541.9597446,-0.3614402,0.261741627,-1.380904538,0.167308315,0.990364873
REPS1,83.68797763,0.226259458,0.464180823,0.487438186,0.625947838,0.990364873
REPS2,25.80770253,-0.751117348,0.758500713,-0.990265843,0.322044197,0.990364873
RER1,513.9701969,0.43468258,0.257085834,1.690807207,0.09087363,0.90208891
RERE,197.2693979,1.323671757,0.483156454,2.73963381,0.006150767,0.318949966
RERG,0.097701674,2.022078488,6.120206177,0.330393851,0.741102387,0.990364873
REST,182.2486877,-0.618012093,0.320736757,-1.926851476,0.053998142,0.774353482
RET,0.151266515,2.022073696,6.120206177,0.330393068,0.741102979,0.990364873
RETNLB,32.84842452,-2.118189055,0.765057931,-2.768664918,0.005628649,0.310773635
RETSAT,154.6533858,0.569165452,0.400030762,1.42280421,0.154792921,0.990364873
REV1,64.78557897,0.692072483,0.558340666,1.239516527,0.215154272,0.990364873
REV3L,107.1017139,0.155289443,0.522028292,0.297473231,0.766105242,0.99576093
REXO1,65.01588037,0.068073815,0.566418246,0.120182949,0.904338225,0.996317104
REXO2,170.4876467,-0.010219733,0.389281096,-0.026252835,0.979055674,0.99641976
REXO4,20.10927951,0.618994735,0.847650568,0.730247532,0.465238893,0.990364873
RFC1,135.993425,-0.268196468,0.448767403,-0.59762912,0.55008743,0.990364873
RFC2,42.0819712,-0.510936638,0.715308087,-0.714288916,0.475048545,0.990364873
RFC3,296.2545653,-1.18412413,0.446474335,-2.652166176,0.007997717,0.354854367
RFC4,33.84296316,-0.392215647,0.949170774,-0.413219263,0.679445976,0.990364873
RFC5,39.87929252,0.092853261,0.647905276,0.143313018,0.886042975,0.996317104
RFESD,2.541988561,-2.634552751,2.375593922,-1.109008036,0.267426715,0.990364873
RFFL,0.541632725,1.033679539,5.706419959,0.181143264,0.856255126,0.996317104
RFK,233.3842859,-0.158401521,0.255840671,-0.619141282,0.53582329,0.990364873
RFNG,16.08200522,-0.45301282,0.993647222,-0.45590911,0.648455339,0.990364873
RFPL1S,0.501878664,2.022007082,6.120206177,0.330382184,0.741111202,0.990364873
RFPL3S,1.726264317,-0.780343529,3.400511976,-0.229478248,0.818497225,0.996317104
RFPL4B,0.395555316,4.496450482,6.052263035,0.742937056,0.45751979,0.990364873
RFT1,49.28563108,-0.036752047,0.526941269,-0.069746003,0.944395826,0.996317104
RFTN1,0.137115906,-1.2624383,5.997191225,-0.210504927,0.833273607,0.996317104
RFTN2,0.594901938,3.254013158,6.082330234,0.534994489,0.592653668,0.990364873
RFWD2,104.2133884,-0.265060132,0.374434208,-0.707895075,0.479010419,0.990364873
RFWD3,350.640714,-0.389727278,0.393463251,-0.990504899,0.321927396,0.990364873
RFX1,41.5217381,-0.53878934,0.822070317,-0.655405419,0.512206763,0.990364873
RFX2,35.19599734,-0.152453543,0.992978644,-0.153531542,0.877979118,0.996317104
RFX3,27.56485209,-0.343576188,0.781733742,-0.439505384,0.660295382,0.990364873
RFX4,0.969947197,3.84764118,5.914944146,0.65049493,0.515372575,0.990364873
RFX5,170.5362495,-0.078254537,0.388765203,-0.201289972,0.840471843,0.996317104
RFX6,0.391234493,-0.251217978,5.951513934,-0.042210769,0.966330678,0.996317104
RFX7,97.42901074,-0.282856345,0.466931724,-0.60577667,0.544663064,0.990364873
RFXANK,25.51404099,0.629423595,0.790348598,0.796387311,0.425806951,0.990364873
RFXAP,8.536914417,-0.10697217,1.352446688,-0.079095295,0.936956826,0.996317104
RGCC,5.17922198,-1.796412609,2.299703447,-0.781149679,0.434714466,0.990364873
RGL1,38.92923376,-0.123188176,0.679904615,-0.181184497,0.856222763,0.996317104
RGL2,39.39609584,-0.748963122,0.735572719,-1.018204051,0.308580995,0.990364873
RGL3,38.56364324,-0.795530716,0.672354828,-1.18320072,0.236729608,0.990364873
RGMA,3.266834594,3.279164257,2.479195438,1.322672754,0.185944228,0.990364873
RGMB,88.98923952,-0.020606838,0.507124699,-0.040634656,0.967587156,0.996317104
RGMB-AS1,2.679554889,-2.342123753,2.506012233,-0.934601884,0.349993508,0.990364873
RGN,0.546195102,-2.489866102,5.968984358,-0.417133963,0.676580424,0.990364873
RGP1,11.74883375,-0.330680765,1.27897758,-0.258550869,0.795981795,0.996317104
RGPD4-AS1,0.583570607,2.02203267,6.120206177,0.330386365,0.741108043,0.990364873
RGR,1.031570825,3.499089624,3.910762385,0.894733374,0.370929634,0.990364873
RGS10,80.16054102,-0.539178131,0.512347682,-1.052367658,0.292630901,0.990364873
RGS11,3.592075807,-3.423100136,2.577679777,-1.327977263,0.184185618,0.990364873
RGS12,29.08564981,1.469273424,0.788828278,1.862602374,0.06251823,0.809635799
RGS14,15.52258121,-0.241483069,0.827848362,-0.291699639,0.770516285,0.99576093
RGS16,31.30537922,-0.117859374,0.874004776,-0.134849805,0.892730626,0.996317104
RGS17,0.937015934,-1.907566381,4.138000234,-0.4609875,0.644807573,0.990364873
RGS19,4.909597016,-0.507497589,1.562760364,-0.324744344,0.74537457,0.991447797
RGS2,364.678436,0.31567992,0.320022811,0.986429433,0.323922428,0.990364873
RGS20,4.50593475,0.408965296,2.069327117,0.197632019,0.843332981,0.996317104
RGS22,4.029900096,0.574483794,1.999565854,0.287304263,0.773879359,0.99576093
RGS3,45.94771618,0.876010203,0.733543801,1.194216626,0.232393241,0.990364873
RGS4,0.524459714,0.651855391,4.833344335,0.134866326,0.892717565,0.996317104
RGS5,1.36869119,-1.989717158,3.416193339,-0.582436929,0.560272413,0.990364873
RGS7,2.618067434,-3.133005866,2.895485668,-1.082031212,0.279238659,0.990364873
RGS7BP,0.183916685,-0.673267086,6.021885875,-0.111803362,0.910979322,0.996317104
RGS9,0.09858549,2.022093661,6.120206177,0.33039633,0.741100514,0.990364873
RHAG,0.149110626,2.022093933,6.120206177,0.330396375,0.741100481,0.990364873
RHBDD1,185.2515429,0.965191006,0.446509942,2.161633854,0.03064641,0.642682686
RHBDD2,375.7644211,0.755122864,0.455471262,1.657893542,0.097338956,0.907590036
RHBDD3,11.27056692,-0.65107121,1.068422721,-0.609376043,0.542275213,0.990364873
RHBDF1,209.5135014,-0.417254028,0.317049716,-1.316052363,0.188156468,0.990364873
RHBDF2,27.73577285,0.217524386,0.810848447,0.268267624,0.788493325,0.996317104
RHBDL1,6.40373393,-1.596663822,1.723574805,-0.926367581,0.354254986,0.990364873
RHBDL2,10.24607724,-1.239386798,1.109296669,-1.117272623,0.263877778,0.990364873
RHBDL3,0.194882565,2.022064687,6.120206177,0.330391596,0.741104091,0.990364873
RHCG,1.167383945,-2.551549392,3.00326029,-0.849593157,0.395551318,0.990364873
RHEB,426.2996644,-0.448827031,0.327770937,-1.369331387,0.170895711,0.990364873
RHEBL1,0.137115906,-1.2624383,5.997191225,-0.210504927,0.833273607,0.996317104
RHNO1,39.66996493,-0.207576616,0.596089208,-0.34823079,0.727666866,0.990364873
RHOA,2091.364573,-0.024450978,0.152198421,-0.160651984,0.872367509,0.996317104
RHOB,84.80049207,-0.692038061,0.499698258,-1.384911892,0.16607941,0.990364873
RHOBTB1,4.508100499,-1.186961471,1.541424332,-0.770041997,0.441274981,0.990364873
RHOBTB2,4.460006381,-1.481271204,1.685174531,-0.879001656,0.379400378,0.990364873
RHOBTB3,316.3138818,-0.301730171,0.286150816,-1.054444559,0.291679431,0.990364873
RHOC,772.5807073,0.274188818,0.3480482,0.787789789,0.430819675,0.990364873
RHOD,200.0216246,-0.1154817,0.372070462,-0.310375888,0.756275128,0.993774676
RHOF,5.974384649,1.373825329,1.508306913,0.910839377,0.362380011,0.990364873
RHOG,308.9984982,-0.048173432,0.337147131,-0.142885488,0.88638062,0.996317104
RHOH,1.89251302,2.022157166,4.160533258,0.48603317,0.626943649,0.990364873
RHOJ,0.225952482,1.887405411,6.071656069,0.310855126,0.75591076,0.993774676
RHOQ,30.8860699,-0.947507495,0.626440565,-1.512525766,0.130400163,0.965661938
RHOT1,225.6310901,-0.297587454,0.2709408,-1.09834862,0.272052289,0.990364873
RHOT2,66.29033476,0.06463794,0.426308796,0.151622345,0.879484808,0.996317104
RHOU,191.2216375,-0.547763273,0.292785316,-1.870870028,0.061363098,0.803339281
RHOV,11.10930398,-0.019018788,1.318583691,-0.014423648,0.988491993,0.99641976
RHOXF1,0.453386417,5.062532499,6.019149656,0.841071046,0.400308134,0.990364873
RHOXF1-AS1,6.607481764,-1.180975828,1.673852195,-0.705543674,0.480471963,0.990364873
RHPN1,25.4717147,-0.058227528,0.692971724,-0.084025836,0.93303589,0.996317104
